id_obat,nama_obat,nama_obat_internasional,kelas_terapi,sub_kelas_terapi,sub_sub_kelas_terapi,sub_sub_sub_kelas_terapi,sediaan,kekuatan,satuan,fpktp,fpktl,pp,prb,oen,program,kanker,komposisi,restriksi_kelas_terapi,restriksi_sub_kelas_terapi,restriksi_sub_sub_kelas_terapi,restriksi_sub_sub_sub_kelas_terapi,restriksi_obat,restriksi_sediaan,peresepan_maksimal
1331,fludarabin,fludarabine,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,SERBUK INJEKSI,50,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,"a) Hanya untuk BCLL
b) Sebagai alternatif pengganti klorambusil untuk terapi CLL (Chronic Lymphocytic 
Leukemia).",,30 mg/mÂ²/hari selama 5 hari.
1331,fludarabin,fludarabine,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,TABLET SALUT,10,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,"a) Hanya untuk BCLL
b) Sebagai alternatif pengganti klorambusil untuk terapi CLL (Chronic Lymphocytic 
Leukemia).",,30 mg/mÂ²/hari selama 5 hari.
1334,fludrokortison,fludrocortisone,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",KORTIKOSTEROID,,,TABLET,20,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1339,flufenazin dekanoat,flufenazine decanoate,PSIKOFARMAKA,ANTIPSIKOTIK,,,INJEKSI,25,MILIGRAM / MILILITER,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,"a) Hanya untuk rumatan pada pasien skizofrenia.
b) Terapi awal dapat diberikan di Puskesmas yang memiliki tenaga kesehatan terlatih dan mempunyai surat penugasan dari Kementerian Kesehatan.",,1 amp/2 minggu.
1343,flukonazol,fluconazole,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,KAPSUL,150,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,"a) Digunakan untuk kandidiasis 
sistemik/pada pasien immunocompromised.
b) Digunakan untuk berbagai 
bentuk kriptokokosis.",,
1343,flukonazol,fluconazole,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,KAPSUL,50,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,"a) Digunakan untuk kandidiasis 
sistemik/pada pasien immunocompromised.
b) Digunakan untuk berbagai 
bentuk kriptokokosis.",,
1343,flukonazol,fluconazole,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,INFUS,2,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,"a) Digunakan untuk kandidiasis 
sistemik/pada pasien immunocompromised.
b) Digunakan untuk berbagai 
bentuk kriptokokosis.",,
1360,fluoksetin,fluoxetine,PSIKOFARMAKA,ANTIOBSESI KOMPULSI,,,TABLET/KAPSUL,10,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,30 tab/kaps per bulan.
1360,fluoksetin,fluoxetine,PSIKOFARMAKA,ANTIDEPRESI,,,TABLET/KAPSUL,10,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,60 tab/kaps per bulan.
1360,fluoksetin,fluoxetine,PSIKOFARMAKA,ANTIOBSESI KOMPULSI,,,TABLET/KAPSUL,20,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,120 tab/kaps per bulan.
1360,fluoksetin,fluoxetine,PSIKOFARMAKA,ANTIDEPRESI,,,TABLET/KAPSUL,20,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,"- FPKTP: 30 tab/kaps per bulan.
- FPKTL: 60 tab/kaps per bulan."
1363,fluor,fluor,OBAT dan BAHAN untuk GIGI,OBAT untuk PENCEGAHAN KARIES,,,TABLET,1,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1363,fluor,fluor,OBAT dan BAHAN untuk GIGI,OBAT untuk PENCEGAHAN KARIES,,,SEDIAAN TOPIKAL,,N/A,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1363,fluor,fluor,OBAT dan BAHAN untuk GIGI,OBAT untuk PENCEGAHAN KARIES,,,TABLET,1,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1371,fluorometolon,fluorometholone,OBAT untuk MATA,ANTIINFLAMASI,,,TETES MATA,"0,1",PERSEN,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1375,fluorourasil,fluorouracil,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,INJEKSI,50,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,,,,,,"Untuk kanker kepala dan leher, saluran cerna, payudara, leher rahim.",,"- Untuk nasofaring: 1.000 mg/mÂ²/hari selama seminggu.
- Untuk kolorektal: 2.800 mg/mÂ²/46 jam diulang tiap 2 minggu."
1388,flusinolon asetonid,fluocinolone acetonide,OBAT TOPIKAL untuk KULIT,ANTISKABIES dan ANTIPEDIKULOSIS,,,KRIM,"0,025",PERSEN,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1388,flusinolon asetonid,fluocinolone acetonide,OBAT TOPIKAL untuk KULIT,ANTISKABIES dan ANTIPEDIKULOSIS,,,SALEP,"0,025",PERSEN,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1397,flutikason furoat,fluticasone furoate,"OBAT untuk TELINGA, HIDUNG, dan TENGGOROK",,,,SUSPENSI,"27,5",MICROGRAM / SPRAY,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Pemberian hanya pada pagi hari dengan dosis 1 kali sehari.,,1 btl/bulan.
1398,flutikason propionat,fluticasone propionate,OBAT untuk SALURAN NAPAS,ANTIASMA,,,METERED DOSE INHALER/AEROSOL,50,MICROGRAM / DOSIS,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,Untuk rumatan asma (Tidak untuk serangan asma akut).,2 canister/bulan.
1398,flutikason propionat,fluticasone propionate,OBAT untuk SALURAN NAPAS,ANTIASMA,,,CAIRAN INHALASI,"0,5",MILIGRAM / DOSIS,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,Hanya untuk serangan asma akut.,"Hari pertama maks 5 vial/hari, selanjutnya 2 vial/hari paling lama 5 hari."
1401,fluvoksamin,fluvoxamine,PSIKOFARMAKA,ANTIOBSESI KOMPULSI,,,TABLET SALUT SELAPUT,100,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,"Dosis awal: 50 mg/hari (3âˆ’5 hari)
Dosis rumatan: maks 300 mg/hari."
1401,fluvoksamin,fluvoxamine,PSIKOFARMAKA,ANTIDEPRESI,,,TABLET SALUT SELAPUT,100,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,90 tab/bulan.
1401,fluvoksamin,fluvoxamine,PSIKOFARMAKA,ANTIOBSESI KOMPULSI,,,TABLET SALUT SELAPUT,50,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,"Dosis awal: 50 mg/hari (3âˆ’5 hari)
Dosis rumatan: maks 300 mg/hari."
1401,fluvoksamin,fluvoxamine,PSIKOFARMAKA,ANTIDEPRESI,,,TABLET SALUT SELAPUT,50,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,Diresepkan oleh dokter yang memiliki kompetensi dibidang ilmu kedokteran jiwa.,,180 tab/bulan.
1408,fondaparinuks,fondaparinux,OBAT yang MEMENGARUHI DARAH,OBAT yang MEMENGARUHI KOAGULASI,,,INJEKSI,"2,5","MILIGRAM / 0,5 MILILITER",Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Digunakan untuk tromboemboli dan/atau sindrom koroner akut.
b) Tidak digunakan sebelum dan selama prosedur Intervensi Koroner Perkutan (IKP/PCI) pada pasien sindrom koroner akut (ACS).
c) Diberikan 6 jam setelah operasi ortopedi tungkai bawah dan tulang belakang, dan operasi abdominal.",,1 vial/hari.
1411,formokresol,formocresol,OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,LARUTAN,,N/A,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1429,fosfomisin trometamol,fosfomycin trometamol,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antiseptik Saluran kemih,,GRANULA,3,GRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Untuk sistitis non komplikata pada wanita atau profilaksis pada tindakan Transrectal Prostat Biopsy (TR-PB),,
1440,fraksi protein plasma,plasma protein fraction,PRODUK DARAH dan PENGGANTI PLASMA,PENGGANTI PLASMA dan PLASMA EKSPANDER,,,INFUS,5,PERSEN,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1442,framisetin sulfat,framycetin sulphate,OBAT TOPIKAL untuk KULIT,ANTIBAKTERI,,,TULLE/PLESTER OBAT,1,PERSEN,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1448,fulvestrant,fulvestrant,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Antagonis Hormon Dan Senyawa Sejenis,,INJEKSI,50,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,"a) Dapat digunakan pada pasien kanker payudara lokal lanjut (locally advanced) atau metastatik atau rekuren pada pasien pascamenopause dengan ER positif yang mengalami relapse saat atau setelah terapi anti-estrogen atau terjadi progresi saat mendapat terapi anti-estrogen.
b) Dapat digunakan pada pasien kanker payudara metastatik atau rekuren pada pasien pascamenopause dengan ER positif dan HER2-negatif yang belum pernah diberikan terapi endokrin.
c) Yang dimaksud dengan pascamenopause adalah pasien yang memenuhi salah satu atau lebih dari 4 kriteria berikut:
- Ooforektomi bilateral atau radiasi ovarium bilateral sebelumnya.
- Usia â‰¥ 60 tahun.
- Usia < 60 tahun dan amenorea selama 12 bulan atau lebih tanpa kemoterapi, tamoksifen, atau penekanan ovarium dan hormon perangsang folikel (FSH) dan estradiol dalam rentang pascamenopause.
- Jika mengonsumsi tamoksifen dan usia < 60 tahun, kadar FSH dan estradiol plasma dalam rentang pascamenopause.",,Maks 6 bulan.
1452,furosemid,furosemide,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,INJEKSI,10,MILIGRAM / MILILITER,Ya,Ya,Ya,Tidak,Ya,Tidak,Tidak,,,,,,,,
1452,furosemid,furosemide,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,DIURETIK,,,INJEKSI,10,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1452,furosemid,furosemide,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,DIURETIK,,,TABLET,40,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,90 tab/bulan.
1452,furosemid,furosemide,OBAT KARDIOVASKULAR,OBAT untuk GAGAL JANTUNG,,,TABLET,40,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,120 tab/bulan.
1458,gabapentin,gabapentin,"ANALGESIK, ANTIPIRETIK, ANTIINFLAMASI NON STEROID, ANTIPIRAI",NYERI NEUROPATIK,,,KAPSUL,100,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Hanya untuk neuralgia pascaherpes atau nyeri neuropati diabetik.,,90 kaps/bulan.
1458,gabapentin,gabapentin,"ANALGESIK, ANTIPIRETIK, ANTIINFLAMASI NON STEROID, ANTIPIRAI",NYERI NEUROPATIK,,,KAPSUL,300,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Hanya untuk neuralgia pascaherpes atau nyeri neuropati diabetik.,,90 kaps/bulan.
1459,gadobutrol,gadobutrol,DIAGNOSTIK,MAGNETIC RESONANCE CONTRAST MEDIA,,,INJEKSI,1,MILIMOL / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1462,gadoksetat disodium,gadoxetate disodium,DIAGNOSTIK,MAGNETIC RESONANCE CONTRAST MEDIA,,,INJEKSI,"0,25",MILIMOL / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1464,gadoteric acid,gadoteric acid,DIAGNOSTIK,MAGNETIC RESONANCE CONTRAST MEDIA,,,INJEKSI,"279,32",MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,Dapat digunakan pada bayi baru lahir cukup bulan (full term neonates) atau pasien anak atau pasien dewasa.,,
1467,galactose microparticle,galactose microparticle,DIAGNOSTIK,ULTRASOUND,,,N/A,200-400,MILIGRAM MICROPART / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1479,gansiklovir,ganciclovir,ANTIINFEKSI,ANTIVIRUS,Anti Sitomegalovirus (CMV),,SERBUK INJEKSI,500,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"Untuk pengobatan infeksi CMV yang mengancam jiwa atau penglihatan pada pasien immunocompromised, termasuk HIV/AIDS dengan CD 4 <100, atau untuk transplantasi organ dari donor yang menderita CMV.",,
1480,garam oralit,oral rehydration salt,"LARUTAN ELEKTROLIT, NUTRISI, dan LAIN - LAIN",ORAL,,,SERBUK,,N/A,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,Catatan: Dilarutkan dalam 200 mL air.,,
1480,garam oralit,oral rehydration salt,OBAT untuk SALURAN CERNA,OBAT untuk DIARE,,,SERBUK,,N/A,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,Catatan: Dilarutkan dalam 200 mL air.,,
1491,gefitinib,gefitinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,TABLET,250,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,"a) Untuk NSCLC jenis non squamous yang locally advanced atau metastatik dengan EGFR exon 19 delesi atau mutasi subsitusi exon 21 (L858R), pada pasien yang belum pernah mendapatkan TKI sebelumnya.
b) Jika terjadi progresi pada salah satu (gefitinib, erlotinib, atau afatinib), maka tidak dapat diganti dengan obat-obat tersebut.",,"- 30 tab/bulan.
- Obat dihentikan jika respons terhadap obat kurang dari 50%, setelah 3 siklus."
1493,gemfibrozil,gemfibrozil,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,KAPLET,300,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Hanya untuk hipertrigliseridemia.
b)Tidak dianjurkan diberikan bersama statin.",,30 kapl/bulan
1493,gemfibrozil,gemfibrozil,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,KAPLET,600,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,"a) Hanya untuk hipertrigliseridemia.
b)Tidak dianjurkan diberikan bersama statin.",,30 kapl/bulan
1497,gemsitabin,gemcitabine,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,INJEKSI,1,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,"a) Untuk NSCLC yang locally advanced (stadium IIIA, IIIB) atau metastatik (stadium IV).
b) Untuk adenokarsinoma pankreas yang locally advanced (non resectable stadium II atau stadium III) atau metastatik (stadium IV).
c) Hanya untuk muscle invasive bladder cancer.
d) Kombinasi dengan paklitaksel untuk kanker payudara stadium lanjut yang telah mengalami kekambuhan setelah menjalani pengobatan sekurang-kurangnya dengan golongan antrasiklin sebelumnya.
e) Untuk kanker ovarium yang mengalami kekambuhan setelah menggunakan terapi berbasis platinum.",,1.250 mg/mÂ²/minggu.
1497,gemsitabin,gemcitabine,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antimetabolit,,INJEKSI,200,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,"a) Untuk NSCLC yang locally advanced (stadium IIIA, IIIB) atau metastatik (stadium IV).
b) Untuk adenokarsinoma pankreas yang locally advanced (non resectable stadium II atau stadium III) atau metastatik (stadium IV).
c) Hanya untuk muscle invasive bladder cancer.
d) Kombinasi dengan paklitaksel untuk kanker payudara stadium lanjut yang telah mengalami kekambuhan setelah menjalani pengobatan sekurang-kurangnya dengan golongan antrasiklin sebelumnya.
e) Untuk kanker ovarium yang mengalami kekambuhan setelah menggunakan terapi berbasis platinum.",,1.250 mg/mÂ²/minggu.
1499,gentamisin,gentamicin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Aminoglikosida,INJEKSI,40,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1499,gentamisin,gentamicin,OBAT untuk MATA,ANTIMIKROBA,,,SALEP MATA,"0,3",PERSEN,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1499,gentamisin,gentamicin,OBAT untuk MATA,ANTIMIKROBA,,,TETES MATA,"0,3",PERSEN,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1499,gentamisin,gentamicin,OBAT untuk MATA,ANTIMIKROBA,,,TETES MATA,1,PERSEN,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1513,glibenklamid,glibenclamide,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,"2,5",MILIGRAM,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,Dosis maks 15 mg per hari. Maks 90 tab/bulan.
1513,glibenklamid,glibenclamide,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,5,MILIGRAM,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,Dosis maks 15 mg per hari. Maks 90 tab/bulan.
1515,gliklazid,gliclazide,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,80,MILIGRAM,Tidak,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,60 tab/bulan.
1515,gliklazid,gliclazide,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET PELEPASAN LAMBAT,30,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,30 tab/bulan.
1515,gliklazid,gliclazide,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET PELEPASAN LAMBAT,60,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,30 tab/bulan.
1517,glikopironium,glycopyrronium,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,SERBUK INHALASI,50,MICROGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,30 kaps inhalasi/bulan.
1522,glikuidon,gliquidone,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,30,MILIGRAM,Tidak,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,90 tab/bulan.
1523,glimepirid,glimepiride,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,1,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,60 tab/bulan.
1523,glimepirid,glimepiride,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,2,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,60 tab/bulan.
1523,glimepirid,glimepiride,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,3,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,60 tab/bulan.
1523,glimepirid,glimepiride,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,4,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,30 tab/bulan.
1527,glipizid,glipizide,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,10,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,90 tab/bulan.
1527,glipizid,glipizide,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",ANTIDIABETES,Antidiabetes Oral,,TABLET,5,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,90 tab/bulan.
1528,gliseril trinitrat,glyceryl trinitrate,OBAT KARDIOVASKULAR,ANTIANGINA,,,KAPSUL PELEPASAN LAMBAT,"2,5",MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,90 kaps/bulan.
1528,gliseril trinitrat,glyceryl trinitrate,OBAT KARDIOVASKULAR,ANTIANGINA,,,KAPSUL PELEPASAN LAMBAT,5,MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,90 kaps/bulan.
1528,gliseril trinitrat,glyceryl trinitrate,OBAT KARDIOVASKULAR,ANTIANGINA,,,INJEKSI,1,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1528,gliseril trinitrat,glyceryl trinitrate,OBAT KARDIOVASKULAR,ANTIANGINA,,,INJEKSI,5,MILIGRAM / MILILITER,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1528,gliseril trinitrat,glyceryl trinitrate,OBAT KARDIOVASKULAR,ANTIANGINA,,,TABLET,"0,5",MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,
1529,gliserol,glycerol,OBAT untuk MATA,MIOTIK dan ANTIGLAUKOMA,,,LARUTAN,50,PERSEN,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
1529,gliserol,glycerol,OBAT untuk SALURAN CERNA,KATARTIK,,,OBAT LUAR,100,MILILITER,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1547,goserelin asetat,goserelin acetate,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Hormon Dan Senyawa Sejenis,,INJEKSI,"10,8",MILIGRAM / DEPOT,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,,"a) Dapat digunakan untuk kanker payudara dengan hormonal reseptor ER dan/atau PR positif premenopause. 
atau
b) Dapat digunakan untuk kanker prostat, boleh diberikan bersama dengan bikalutamid tab 50 mg.",1 vial/3 bulan.
1547,goserelin asetat,goserelin acetate,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Hormon Dan Senyawa Sejenis,,INJEKSI,"3,6",MILIGRAM / DEPOT,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,,,,,,,"a) Dapat digunakan untuk kanker payudara dengan hormonal reseptor ER dan/atau PR positif premenopause. 
atau
b) Dapat digunakan untuk kanker prostat, boleh diberikan bersama dengan bikalutamid tab 50 mg.",1 vial/bulan.
1547,goserelin asetat,goserelin acetate,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",LAIN - LAIN,,,INJEKSI,"3,6",MILIGRAM / DEPOT,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,Dapat digunakan untuk endometriosis.,1 vial/bulan; maks 3 vial/kasus.
4837,green pit viper antivenin,green pit viper antivenin,OBAT yang MEMENGARUHI SISTEM IMUN,SERUM dan IMUNOGLOBULIN,,,SERBUK INJEKSI,,N/A,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,,,,,,Catatan: Disediakan oleh Program Kemenkes.,,
1552,griseofulvin,griseofulvin,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,TABLET,125,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1552,griseofulvin,griseofulvin,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,TABLET,250,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1552,griseofulvin,griseofulvin,ANTIINFEKSI,ANTIFUNGI,Antifungi Sistemik,,TABLET,500,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
1569,haloperidol,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,DROPS,2,MILIGRAM / MILILITER,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,2 btl/bulan.
1569,haloperidol,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,INJEKSI,5,MILIGRAM / MILILITER,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,"a) Untuk agitasi akut.
b) Untuk kasus kedaruratan psikiatrik (tidak untuk pemakaian jangka panjang).","4 amp/hari, maks 3 hari."
1569,haloperidol,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,TABLET,"0,5",MILIGRAM,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,,,,,,,,90 tab/bulan.
1569,haloperidol,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,TABLET,"1,5",MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,90 tab/bulan.
1569,haloperidol,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,TABLET,2,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,90 tab/bulan.
1569,haloperidol,haloperidol,PSIKOFARMAKA,ANTIPSIKOTIK,,,TABLET,5,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,,90 tab/bulan.
